decision_id,origin_port,destination_port,recommended_vessel_class,optimal_speed_knots,bunker_stop_port,bunker_fuel_type,bunker_qty_tons,estimated_voyage_days,total_cost_usd,projected_margin_usd
DEC-0228,Samarinda,Gopalpur,Capesize,13.6,Singapore,VLSFO,1036.6,15.6,1755339.28,174967.1
DEC-0229,Newcastle,Haldia,Supramax,13.7,Visakhapatnam,VLSFO,775.8,8.4,1431719.98,164014.79
DEC-0230,Samarinda,Visakhapatnam (Outer),Handysize,13.2,Rotterdam,VLSFO,781.7,28.7,1002806.09,202433.99
DEC-0231,Samarinda,Paradip,Capesize,12.9,Rotterdam,LSMGO,720.2,19.8,1267278.96,243291.61
DEC-0232,Norfolk,Visakhapatnam (Outer),Supramax,13.0,Singapore,HSFO,1101.4,15.7,1309000.15,257887.56
DEC-0233,Newcastle,Gopalpur,Supramax,13.5,Singapore,VLSFO,809.5,23.4,2146839.1,280539.02
DEC-0234,Newcastle,Gopalpur,Handysize,13.8,Singapore,VLSFO,422.2,19.8,1010703.76,208818.72
DEC-0235,Richards Bay,Gangavaram,Supramax,12.1,Singapore,VLSFO,448.6,8.1,1894049.56,278520.46
DEC-0236,Richards Bay,Visakhapatnam (Outer),Panamax,13.5,Rotterdam,LSMGO,925.0,23.5,1401556.8,209714.18
DEC-0237,Maputo,Visakhapatnam (Inner),Supramax,11.6,Rotterdam,VLSFO,763.9,22.7,1590889.13,209861.56
DEC-0238,Richards Bay,Dhamra,Panamax,12.4,Singapore,HSFO,1088.1,31.9,736220.69,109698.6
DEC-0239,Maputo,Visakhapatnam (Outer),Capesize,12.4,Fujairah,LSMGO,417.2,10.1,1262068.88,236974.18
DEC-0240,Samarinda,Visakhapatnam (Inner),Handysize,13.3,Visakhapatnam,LSMGO,945.2,24.2,531218.41,104372.95
DEC-0241,Norfolk,Visakhapatnam (Inner),Supramax,11.6,Fujairah,VLSFO,1181.4,25.1,1883013.56,271297.93
DEC-0242,Richards Bay,Paradip,Handysize,12.7,Fujairah,LSMGO,823.6,8.8,786715.02,142645.1
DEC-0243,Newcastle,Visakhapatnam (Outer),Supramax,13.4,Fujairah,HSFO,948.8,26.5,1391681.97,216408.44
DEC-0244,Samarinda,Paradip,Handysize,13.3,Singapore,VLSFO,583.6,26.8,903452.9,182270.6
DEC-0245,Newcastle,Visakhapatnam (Outer),Capesize,13.0,Singapore,LSMGO,698.2,21.7,1672761.17,328103.38
DEC-0246,Newcastle,Visakhapatnam (Outer),Panamax,12.2,Visakhapatnam,LSMGO,415.0,31.4,500935.43,83038.86
DEC-0247,Maputo,Haldia,Supramax,11.6,Fujairah,HSFO,527.2,26.6,883659.66,96235.52
DEC-0248,Norfolk,Haldia,Supramax,13.8,Fujairah,LSMGO,722.1,22.3,1278758.02,210783.06
DEC-0249,Samarinda,Gopalpur,Capesize,13.2,Singapore,HSFO,775.2,19.6,532668.31,58486.95
DEC-0250,Newcastle,Haldia,Panamax,13.1,Visakhapatnam,VLSFO,408.6,19.5,2016250.23,264119.93
DEC-0251,Richards Bay,Gangavaram,Supramax,13.7,Rotterdam,HSFO,1096.6,22.2,1116556.68,222246.16
DEC-0252,Norfolk,Dhamra,Handysize,13.9,Visakhapatnam,LSMGO,1043.5,24.0,1300624.25,108312.59
DEC-0253,Richards Bay,Haldia,Supramax,12.7,Fujairah,HSFO,1154.2,28.3,1744384.45,143230.56
DEC-0254,Samarinda,Visakhapatnam (Inner),Handysize,11.6,Singapore,LSMGO,602.9,17.1,643021.25,70718.06
DEC-0255,Newcastle,Visakhapatnam (Outer),Panamax,13.1,Fujairah,LSMGO,1135.0,12.8,1254681.85,170207.72
DEC-0256,Samarinda,Visakhapatnam (Outer),Supramax,13.4,Visakhapatnam,HSFO,863.9,18.7,883158.71,75729.49
DEC-0257,Samarinda,Visakhapatnam (Inner),Supramax,11.7,Fujairah,LSMGO,1128.8,9.5,1766954.16,218238.75
DEC-0258,Samarinda,Gopalpur,Supramax,11.7,Rotterdam,HSFO,1118.1,11.8,1672291.39,285706.65
DEC-0259,Norfolk,Gangavaram,Handysize,11.9,Fujairah,LSMGO,981.6,12.3,580663.88,61751.93
DEC-0260,Maputo,Paradip,Capesize,12.3,Visakhapatnam,HSFO,568.4,13.9,1327227.48,211465.5
DEC-0261,Newcastle,Haldia,Supramax,13.7,Fujairah,VLSFO,802.0,8.7,2032928.86,281211.23
DEC-0262,Norfolk,Gangavaram,Panamax,12.3,Rotterdam,LSMGO,1036.9,23.9,2189634.78,398589.56
DEC-0263,Richards Bay,Visakhapatnam (Outer),Capesize,12.4,Rotterdam,VLSFO,993.4,28.1,1274110.83,187771.06
DEC-0264,Newcastle,Paradip,Supramax,12.5,Fujairah,HSFO,557.6,25.0,1435787.44,187563.17
DEC-0265,Richards Bay,Dhamra,Capesize,12.3,Singapore,HSFO,1084.2,9.2,1502721.23,145395.68
DEC-0266,Maputo,Gangavaram,Panamax,12.5,Fujairah,VLSFO,1197.7,31.5,1039452.06,141872.11
DEC-0267,Maputo,Gopalpur,Handysize,12.5,Singapore,HSFO,574.8,30.5,926430.38,145544.73
DEC-0268,Norfolk,Gangavaram,Handysize,11.8,Singapore,HSFO,716.3,16.5,1219455.27,189839.29
DEC-0269,Newcastle,Gangavaram,Capesize,14.0,Singapore,HSFO,789.7,13.8,1218301.27,247753.09
DEC-0270,Samarinda,Gangavaram,Handysize,13.1,Fujairah,HSFO,904.5,16.3,2192996.18,225629.62
DEC-0271,Maputo,Paradip,Handysize,12.4,Rotterdam,LSMGO,1007.6,12.1,1632844.86,354140.55
DEC-0272,Maputo,Dhamra,Capesize,13.5,Visakhapatnam,VLSFO,740.9,19.1,1645160.43,183916.36
DEC-0273,Samarinda,Haldia,Panamax,12.5,Singapore,VLSFO,537.3,28.5,2075447.19,367225.39
DEC-0274,Norfolk,Gopalpur,Panamax,12.7,Fujairah,VLSFO,477.6,15.5,1344082.82,170034.34
DEC-0275,Maputo,Gangavaram,Capesize,13.8,Fujairah,LSMGO,696.4,30.1,1512298.21,138435.13
DEC-0276,Newcastle,Visakhapatnam (Inner),Handysize,12.7,Visakhapatnam,HSFO,464.7,20.1,893770.78,170551.59
DEC-0277,Richards Bay,Visakhapatnam (Inner),Handysize,12.3,Fujairah,VLSFO,1036.0,27.5,831405.03,150550.46
DEC-0278,Richards Bay,Paradip,Capesize,12.6,Visakhapatnam,HSFO,684.0,21.6,1734428.89,167099.61
DEC-0279,Maputo,Dhamra,Handysize,11.7,Singapore,LSMGO,1007.8,23.2,2013708.68,399063.05
DEC-0280,Maputo,Visakhapatnam (Outer),Supramax,12.4,Fujairah,VLSFO,434.8,23.0,615221.53,103648.03
DEC-0281,Newcastle,Visakhapatnam (Inner),Supramax,12.4,Fujairah,LSMGO,970.1,23.2,1541012.34,280478.27
DEC-0282,Maputo,Visakhapatnam (Inner),Supramax,12.8,Fujairah,HSFO,1184.3,24.2,615967.93,83017.21
DEC-0283,Norfolk,Visakhapatnam (Inner),Supramax,13.1,Fujairah,VLSFO,633.9,10.8,1042178.56,172312.34
DEC-0284,Richards Bay,Paradip,Panamax,13.8,Rotterdam,HSFO,759.4,22.0,1592088.35,233979.16
DEC-0285,Samarinda,Paradip,Capesize,11.7,Rotterdam,HSFO,729.8,23.1,1025159.8,105902.41
DEC-0286,Maputo,Dhamra,Capesize,13.3,Visakhapatnam,HSFO,913.8,23.9,1385026.75,267685.68
DEC-0287,Samarinda,Visakhapatnam (Outer),Supramax,12.6,Rotterdam,VLSFO,537.3,19.1,980930.71,79932.03
DEC-0288,Richards Bay,Haldia,Supramax,12.8,Rotterdam,HSFO,733.2,18.4,728557.64,145601.09
DEC-0289,Newcastle,Haldia,Handysize,13.8,Visakhapatnam,VLSFO,682.5,21.9,2000409.65,193907.66
DEC-0290,Maputo,Gangavaram,Supramax,12.2,Rotterdam,LSMGO,1169.8,16.4,1993411.83,372933.15
DEC-0291,Norfolk,Dhamra,Panamax,12.6,Singapore,LSMGO,1057.4,30.5,1746077.05,274266.59
DEC-0292,Maputo,Gangavaram,Panamax,12.2,Fujairah,VLSFO,1081.6,22.7,1622166.39,252592.83
DEC-0293,Norfolk,Dhamra,Handysize,13.1,Singapore,VLSFO,423.2,28.5,954781.47,105275.17
DEC-0294,Maputo,Gangavaram,Capesize,13.2,Singapore,VLSFO,1053.4,9.1,2052728.62,182181.38
DEC-0295,Norfolk,Visakhapatnam (Inner),Panamax,12.8,Fujairah,LSMGO,423.0,31.0,1635585.72,240730.8
DEC-0296,Norfolk,Paradip,Capesize,13.2,Fujairah,VLSFO,749.9,17.6,1227983.11,181012.05
DEC-0297,Newcastle,Visakhapatnam (Outer),Handysize,11.7,Visakhapatnam,HSFO,1010.3,27.0,469043.39,102385.07
DEC-0298,Newcastle,Visakhapatnam (Outer),Capesize,12.6,Visakhapatnam,HSFO,1111.3,12.3,577276.05,71685.93
DEC-0299,Norfolk,Visakhapatnam (Outer),Capesize,13.4,Singapore,VLSFO,703.8,19.1,621394.22,132773.55
DEC-0300,Richards Bay,Dhamra,Handysize,12.6,Fujairah,VLSFO,569.8,16.4,957226.18,187780.18
DEC-0301,Norfolk,Gangavaram,Supramax,11.6,Singapore,HSFO,917.0,30.7,1826179.23,322705.69
DEC-0302,Samarinda,Visakhapatnam (Outer),Panamax,13.8,Rotterdam,HSFO,840.2,30.8,1634427.04,240722.17
DEC-0303,Norfolk,Gangavaram,Panamax,11.9,Singapore,HSFO,439.5,14.5,1044447.78,198431.41
DEC-0304,Norfolk,Paradip,Supramax,11.7,Rotterdam,VLSFO,727.7,14.1,850610.35,145985.04
DEC-0305,Norfolk,Visakhapatnam (Outer),Supramax,13.9,Singapore,VLSFO,1176.0,25.9,1580533.39,226230.03
DEC-0306,Maputo,Paradip,Supramax,12.0,Visakhapatnam,HSFO,1026.0,28.8,1979793.95,420510.55
DEC-0307,Samarinda,Haldia,Panamax,13.0,Visakhapatnam,VLSFO,616.8,22.8,1261469.58,170043.72
DEC-0308,Richards Bay,Visakhapatnam (Inner),Panamax,12.4,Fujairah,HSFO,1016.8,31.4,1505367.71,269886.67
DEC-0309,Maputo,Haldia,Supramax,11.6,Rotterdam,VLSFO,945.9,11.1,1099886.69,221103.88
DEC-0310,Maputo,Visakhapatnam (Inner),Panamax,13.3,Fujairah,VLSFO,965.5,17.6,1086814.83,230818.18
DEC-0311,Samarinda,Gopalpur,Capesize,13.2,Rotterdam,LSMGO,523.4,29.8,2092762.63,456221.25
DEC-0312,Norfolk,Paradip,Capesize,13.5,Rotterdam,LSMGO,498.6,20.7,659970.58,141773.88
DEC-0313,Norfolk,Visakhapatnam (Inner),Supramax,11.7,Rotterdam,VLSFO,940.4,8.3,1650836.3,261727.7
DEC-0314,Richards Bay,Dhamra,Supramax,13.5,Fujairah,HSFO,925.1,21.2,1104187.6,170171.44
DEC-0315,Maputo,Haldia,Panamax,13.3,Rotterdam,HSFO,497.2,14.8,451610.12,84598.46
DEC-0316,Newcastle,Paradip,Handysize,13.2,Fujairah,VLSFO,757.0,10.6,1318578.79,122954.8
DEC-0317,Norfolk,Paradip,Capesize,12.7,Singapore,HSFO,790.6,16.5,560917.86,122272.34
DEC-0318,Newcastle,Gangavaram,Handysize,11.6,Visakhapatnam,HSFO,1188.6,16.9,618145.86,110851.31
DEC-0319,Newcastle,Haldia,Supramax,12.3,Rotterdam,HSFO,835.5,12.1,2002690.64,350451.0
DEC-0320,Norfolk,Visakhapatnam (Outer),Supramax,12.8,Visakhapatnam,VLSFO,412.7,28.5,583636.57,128069.65
DEC-0321,Maputo,Gopalpur,Handysize,12.5,Singapore,LSMGO,1042.8,11.7,1326914.01,162991.47
DEC-0322,Maputo,Paradip,Supramax,13.8,Rotterdam,HSFO,862.4,22.5,961065.55,113363.18
DEC-0323,Norfolk,Gangavaram,Panamax,12.6,Singapore,LSMGO,459.9,28.4,1360612.45,191373.48
DEC-0324,Richards Bay,Paradip,Supramax,13.1,Visakhapatnam,VLSFO,557.0,23.0,978939.86,105720.68
DEC-0325,Richards Bay,Paradip,Capesize,12.8,Singapore,VLSFO,488.6,17.8,1914607.93,271053.31
DEC-0326,Norfolk,Visakhapatnam (Inner),Supramax,12.4,Visakhapatnam,HSFO,470.4,19.6,535247.43,61779.77
DEC-0327,Samarinda,Gopalpur,Capesize,12.5,Rotterdam,VLSFO,912.5,18.1,2072151.09,425686.7
DEC-0328,Maputo,Haldia,Supramax,11.8,Visakhapatnam,VLSFO,650.5,28.0,2153221.5,207415.64
DEC-0329,Newcastle,Gangavaram,Capesize,13.2,Singapore,HSFO,652.4,13.8,1284031.31,251604.13
DEC-0330,Richards Bay,Paradip,Supramax,11.6,Rotterdam,LSMGO,710.4,32.0,1523555.53,128153.89
DEC-0331,Maputo,Gangavaram,Panamax,11.9,Rotterdam,VLSFO,482.7,22.0,1810138.94,346412.14
DEC-0332,Norfolk,Visakhapatnam (Outer),Panamax,13.4,Visakhapatnam,VLSFO,1123.6,19.1,766953.77,128335.84
DEC-0333,Norfolk,Gangavaram,Capesize,13.8,Singapore,LSMGO,829.2,25.9,550645.3,97288.69
DEC-0334,Samarinda,Visakhapatnam (Outer),Handysize,11.7,Rotterdam,VLSFO,1013.4,30.1,1970852.9,167231.67
DEC-0335,Maputo,Haldia,Handysize,12.1,Singapore,LSMGO,536.1,18.5,1085141.35,105671.92
DEC-0336,Maputo,Paradip,Capesize,13.7,Fujairah,LSMGO,923.0,26.3,2133469.25,408674.55
DEC-0337,Maputo,Dhamra,Capesize,13.3,Fujairah,LSMGO,1171.1,17.9,1419413.95,298043.0
DEC-0338,Maputo,Gopalpur,Handysize,11.5,Fujairah,LSMGO,1056.5,10.0,1143244.23,182718.32
DEC-0339,Richards Bay,Dhamra,Capesize,11.6,Visakhapatnam,HSFO,1007.5,30.6,1853979.76,373604.49
DEC-0340,Newcastle,Gangavaram,Supramax,12.3,Rotterdam,LSMGO,751.0,24.1,1923041.9,235673.69
DEC-0341,Norfolk,Dhamra,Capesize,13.5,Visakhapatnam,VLSFO,940.1,9.8,512571.48,85963.04
DEC-0342,Maputo,Dhamra,Panamax,13.3,Visakhapatnam,VLSFO,1181.2,12.2,496674.75,78635.41
DEC-0343,Richards Bay,Visakhapatnam (Outer),Capesize,13.9,Fujairah,HSFO,475.9,17.7,1831442.81,339428.08
DEC-0344,Richards Bay,Paradip,Supramax,12.0,Singapore,LSMGO,1085.0,23.2,717298.2,59929.2
DEC-0345,Maputo,Visakhapatnam (Outer),Supramax,13.3,Visakhapatnam,LSMGO,731.5,15.2,1227866.25,264732.64
DEC-0346,Newcastle,Visakhapatnam (Outer),Panamax,13.8,Visakhapatnam,HSFO,617.5,22.9,2044679.64,295881.09
DEC-0347,Norfolk,Gangavaram,Handysize,13.4,Fujairah,HSFO,447.1,8.8,851060.97,101823.75
DEC-0348,Maputo,Visakhapatnam (Inner),Supramax,12.1,Visakhapatnam,VLSFO,477.7,20.6,627041.54,135420.32
DEC-0349,Norfolk,Visakhapatnam (Inner),Panamax,13.9,Fujairah,HSFO,1144.5,27.0,1206933.67,244674.82
DEC-0350,Samarinda,Visakhapatnam (Inner),Supramax,11.6,Visakhapatnam,LSMGO,1005.3,21.7,2129646.17,207099.12
DEC-0351,Norfolk,Paradip,Capesize,12.8,Visakhapatnam,HSFO,535.5,11.4,834428.86,179687.59
DEC-0352,Maputo,Gopalpur,Supramax,12.3,Visakhapatnam,HSFO,422.6,16.1,816594.49,164425.46
DEC-0353,Norfolk,Paradip,Handysize,13.4,Visakhapatnam,LSMGO,500.1,30.6,590219.6,51616.77
DEC-0354,Richards Bay,Haldia,Supramax,13.6,Singapore,HSFO,804.5,18.0,1301304.54,138139.71
DEC-0355,Samarinda,Paradip,Panamax,12.4,Singapore,HSFO,665.8,11.9,942675.17,108949.92
DEC-0356,Newcastle,Paradip,Panamax,12.0,Visakhapatnam,HSFO,875.1,8.6,1592733.14,204224.42
DEC-0357,Samarinda,Dhamra,Supramax,12.1,Fujairah,VLSFO,501.5,20.7,1740054.01,364051.13
DEC-0358,Samarinda,Haldia,Handysize,12.3,Fujairah,VLSFO,701.4,23.4,1200153.73,227857.72
DEC-0359,Newcastle,Haldia,Supramax,11.7,Fujairah,HSFO,542.9,18.8,570796.06,48354.68
DEC-0360,Norfolk,Paradip,Handysize,13.5,Fujairah,HSFO,1003.0,15.6,1493251.25,172637.06
DEC-0361,Newcastle,Visakhapatnam (Inner),Supramax,12.4,Rotterdam,HSFO,1063.3,9.3,807509.01,98550.22
DEC-0362,Newcastle,Haldia,Supramax,12.8,Fujairah,LSMGO,1178.2,15.2,2124841.29,263006.1
DEC-0363,Norfolk,Paradip,Handysize,12.8,Rotterdam,LSMGO,472.7,29.3,1661106.8,335372.43
DEC-0364,Samarinda,Gangavaram,Supramax,12.5,Singapore,HSFO,446.1,13.2,486685.85,73054.53
DEC-0365,Richards Bay,Gopalpur,Capesize,13.6,Rotterdam,VLSFO,1144.7,20.3,808969.56,147518.52
DEC-0366,Norfolk,Paradip,Panamax,12.2,Visakhapatnam,HSFO,783.9,12.0,1109638.14,215253.06
DEC-0367,Samarinda,Paradip,Supramax,12.2,Visakhapatnam,VLSFO,495.3,10.6,1481378.27,152081.06
DEC-0368,Samarinda,Visakhapatnam (Inner),Panamax,12.2,Singapore,LSMGO,504.7,12.1,1113742.1,159717.94
DEC-0369,Newcastle,Paradip,Supramax,13.0,Fujairah,VLSFO,700.2,19.4,803884.98,114014.31
DEC-0370,Samarinda,Gangavaram,Capesize,13.4,Rotterdam,LSMGO,507.7,27.1,1176003.6,239295.19
DEC-0371,Richards Bay,Visakhapatnam (Inner),Panamax,14.0,Visakhapatnam,HSFO,1163.9,23.5,465551.11,59865.34
DEC-0372,Norfolk,Visakhapatnam (Inner),Panamax,13.3,Visakhapatnam,VLSFO,676.3,11.7,1063982.84,137699.38
DEC-0373,Samarinda,Paradip,Capesize,11.6,Visakhapatnam,VLSFO,882.2,25.6,1208708.81,152606.8
DEC-0374,Maputo,Paradip,Supramax,11.8,Singapore,VLSFO,1098.5,12.8,1859533.98,383007.87
DEC-0375,Newcastle,Dhamra,Panamax,13.6,Visakhapatnam,HSFO,403.3,16.4,1815960.93,190634.35
DEC-0376,Maputo,Dhamra,Capesize,13.1,Singapore,VLSFO,1136.5,24.0,2117094.59,437415.98
DEC-0377,Samarinda,Dhamra,Capesize,13.8,Visakhapatnam,VLSFO,640.4,10.7,2013694.89,435011.45
DEC-0378,Newcastle,Haldia,Panamax,13.1,Singapore,HSFO,851.2,21.4,2093249.42,328490.19
DEC-0379,Richards Bay,Gopalpur,Panamax,11.7,Fujairah,VLSFO,638.4,31.7,1952480.2,190689.42
DEC-0380,Richards Bay,Visakhapatnam (Inner),Panamax,13.7,Rotterdam,HSFO,572.2,17.2,1762155.07,369427.25
DEC-0381,Newcastle,Gangavaram,Supramax,12.0,Rotterdam,LSMGO,423.8,17.8,1794320.96,336418.04
DEC-0382,Maputo,Paradip,Handysize,13.2,Fujairah,HSFO,1178.7,30.8,1942937.5,420246.02
DEC-0383,Newcastle,Visakhapatnam (Outer),Supramax,13.4,Singapore,HSFO,884.7,21.4,626846.66,89464.83
DEC-0384,Samarinda,Gopalpur,Supramax,12.4,Singapore,VLSFO,854.6,12.7,1575780.94,230137.73
DEC-0385,Newcastle,Dhamra,Supramax,12.4,Singapore,LSMGO,953.8,23.1,638264.79,132162.15
DEC-0386,Maputo,Dhamra,Panamax,12.1,Fujairah,HSFO,831.4,13.6,1783549.83,143784.24
DEC-0387,Newcastle,Visakhapatnam (Outer),Panamax,14.0,Rotterdam,HSFO,900.9,26.3,703508.13,87682.01
DEC-0388,Norfolk,Dhamra,Panamax,13.7,Visakhapatnam,HSFO,462.9,30.5,781146.35,73127.66
DEC-0389,Samarinda,Visakhapatnam (Inner),Handysize,12.1,Fujairah,VLSFO,922.2,8.5,536014.92,97338.76
DEC-0390,Richards Bay,Paradip,Supramax,11.8,Fujairah,LSMGO,871.0,26.2,1445285.6,170624.38
DEC-0391,Maputo,Visakhapatnam (Outer),Handysize,13.2,Rotterdam,HSFO,784.2,25.6,847931.23,118676.97
DEC-0392,Norfolk,Paradip,Handysize,11.8,Fujairah,VLSFO,621.9,24.8,932687.65,180480.05
DEC-0393,Richards Bay,Paradip,Supramax,12.5,Singapore,HSFO,1182.1,9.6,877346.34,159842.65
DEC-0394,Richards Bay,Paradip,Panamax,12.7,Rotterdam,HSFO,653.0,26.9,2048963.34,334394.37
DEC-0395,Samarinda,Gopalpur,Supramax,13.0,Singapore,HSFO,499.8,11.8,1835584.18,339011.25
DEC-0396,Norfolk,Dhamra,Handysize,13.8,Singapore,HSFO,924.6,28.9,465242.32,77640.88
DEC-0397,Richards Bay,Gopalpur,Handysize,11.6,Visakhapatnam,HSFO,643.9,28.6,579421.8,122841.45
DEC-0398,Norfolk,Visakhapatnam (Outer),Handysize,12.7,Visakhapatnam,HSFO,1134.4,27.5,821735.02,96597.86
DEC-0399,Norfolk,Visakhapatnam (Inner),Handysize,13.6,Fujairah,LSMGO,847.0,10.3,2192256.92,281157.23
DEC-0400,Newcastle,Haldia,Handysize,12.7,Singapore,HSFO,754.0,14.7,1291807.48,201976.15
DEC-0401,Samarinda,Dhamra,Handysize,12.9,Rotterdam,VLSFO,485.8,16.5,1671825.27,348419.06
DEC-0402,Samarinda,Visakhapatnam (Outer),Supramax,13.4,Fujairah,HSFO,538.0,8.4,1596505.03,287036.27
DEC-0403,Norfolk,Visakhapatnam (Outer),Supramax,12.8,Visakhapatnam,LSMGO,739.7,15.6,737391.49,85236.1
DEC-0404,Richards Bay,Dhamra,Capesize,13.1,Rotterdam,LSMGO,566.1,27.5,1147457.5,170793.27
DEC-0405,Richards Bay,Gopalpur,Supramax,11.8,Fujairah,VLSFO,661.4,18.1,1753777.49,331336.49
DEC-0406,Norfolk,Visakhapatnam (Outer),Panamax,12.4,Visakhapatnam,HSFO,983.8,22.1,2095925.12,173587.13
DEC-0407,Richards Bay,Visakhapatnam (Outer),Panamax,12.4,Rotterdam,VLSFO,432.2,10.2,2154297.08,236207.67
DEC-0408,Richards Bay,Gangavaram,Supramax,12.9,Visakhapatnam,HSFO,1130.0,15.4,1437162.09,268890.78
DEC-0409,Samarinda,Visakhapatnam (Outer),Panamax,13.6,Fujairah,LSMGO,933.5,24.0,1810285.52,184320.81
DEC-0410,Samarinda,Dhamra,Handysize,12.8,Rotterdam,HSFO,564.1,15.3,505588.66,43958.68
DEC-0411,Richards Bay,Visakhapatnam (Outer),Panamax,13.6,Rotterdam,HSFO,615.8,27.2,2004453.65,183272.75
DEC-0412,Samarinda,Haldia,Handysize,11.6,Fujairah,HSFO,459.2,16.8,1142172.88,156370.01
DEC-0413,Norfolk,Gopalpur,Capesize,13.4,Singapore,HSFO,662.8,13.2,1851408.2,276334.5
DEC-0414,Maputo,Paradip,Supramax,12.3,Visakhapatnam,HSFO,1019.9,13.9,1947415.66,351292.42
DEC-0415,Maputo,Paradip,Handysize,13.0,Singapore,VLSFO,598.4,23.4,930863.54,91798.24
DEC-0416,Newcastle,Visakhapatnam (Outer),Supramax,13.9,Visakhapatnam,HSFO,577.3,20.7,1326178.97,264098.99
DEC-0417,Samarinda,Gopalpur,Capesize,12.7,Fujairah,HSFO,687.5,16.7,496181.73,81973.49
DEC-0418,Newcastle,Visakhapatnam (Outer),Supramax,12.0,Visakhapatnam,LSMGO,813.7,30.0,1143151.35,177341.95
DEC-0419,Norfolk,Haldia,Handysize,12.5,Fujairah,HSFO,819.4,24.6,1657194.81,313598.74
DEC-0420,Newcastle,Paradip,Panamax,13.5,Fujairah,LSMGO,817.6,22.2,1373663.89,173349.38
DEC-0421,Newcastle,Dhamra,Handysize,11.6,Singapore,LSMGO,582.7,25.3,1939415.9,193806.25
DEC-0422,Richards Bay,Visakhapatnam (Inner),Panamax,12.6,Rotterdam,HSFO,702.4,9.3,1026658.95,196114.11
DEC-0423,Newcastle,Dhamra,Capesize,12.2,Singapore,VLSFO,647.6,29.2,1847931.39,222005.55
DEC-0424,Richards Bay,Dhamra,Handysize,13.0,Fujairah,LSMGO,821.7,28.8,1532382.98,267920.94
DEC-0425,Richards Bay,Haldia,Handysize,12.7,Rotterdam,HSFO,1163.4,19.3,2158969.87,187314.5
DEC-0426,Samarinda,Gangavaram,Panamax,12.0,Fujairah,VLSFO,850.0,9.5,1360205.59,180218.73
DEC-0427,Samarinda,Gangavaram,Capesize,12.9,Singapore,HSFO,813.0,20.4,674416.84,102595.91
DEC-0428,Samarinda,Gangavaram,Capesize,13.7,Fujairah,VLSFO,761.6,8.8,553624.69,112810.64
DEC-0429,Richards Bay,Dhamra,Panamax,12.6,Singapore,LSMGO,506.7,14.1,1391444.71,288721.03
DEC-0430,Maputo,Visakhapatnam (Outer),Capesize,12.4,Fujairah,VLSFO,1035.7,12.5,558845.01,112534.12
DEC-0431,Newcastle,Gopalpur,Capesize,13.2,Fujairah,LSMGO,1082.4,30.0,910557.59,165893.17
DEC-0432,Samarinda,Dhamra,Handysize,12.0,Visakhapatnam,HSFO,567.1,26.1,1457023.42,139767.03
DEC-0433,Samarinda,Haldia,Supramax,12.3,Rotterdam,LSMGO,543.1,30.6,1185415.85,253928.71
DEC-0434,Samarinda,Gopalpur,Supramax,11.6,Visakhapatnam,LSMGO,671.6,9.5,1948748.0,205763.62
DEC-0435,Richards Bay,Paradip,Capesize,14.0,Rotterdam,VLSFO,418.1,26.4,1842102.85,158832.07
DEC-0436,Richards Bay,Visakhapatnam (Outer),Handysize,11.6,Rotterdam,VLSFO,1045.8,18.2,983200.48,191395.3
DEC-0437,Richards Bay,Haldia,Handysize,12.6,Visakhapatnam,LSMGO,792.3,21.7,956894.67,204274.88
DEC-0438,Maputo,Visakhapatnam (Outer),Handysize,12.0,Rotterdam,VLSFO,1015.0,15.2,1212127.68,139045.0
DEC-0439,Maputo,Gopalpur,Supramax,11.7,Rotterdam,LSMGO,416.6,31.5,1384819.39,302630.13
DEC-0440,Norfolk,Visakhapatnam (Inner),Handysize,12.9,Singapore,LSMGO,1199.2,29.6,882359.36,129638.74
DEC-0441,Richards Bay,Visakhapatnam (Inner),Supramax,13.9,Visakhapatnam,VLSFO,422.4,29.1,1498974.14,314668.84
DEC-0442,Maputo,Haldia,Handysize,13.6,Visakhapatnam,VLSFO,523.5,12.7,1667634.48,154146.92
DEC-0443,Newcastle,Gangavaram,Supramax,13.8,Singapore,LSMGO,426.4,15.7,1671909.15,343360.64
DEC-0444,Richards Bay,Paradip,Capesize,12.3,Fujairah,HSFO,621.8,16.6,1558893.7,160463.73
DEC-0445,Newcastle,Paradip,Handysize,13.3,Singapore,VLSFO,1168.8,18.3,1878958.09,318663.81
DEC-0446,Norfolk,Paradip,Supramax,11.9,Fujairah,HSFO,722.1,23.4,1268645.31,229181.12
DEC-0447,Newcastle,Haldia,Panamax,11.5,Fujairah,LSMGO,721.7,25.8,578745.64,79345.52
DEC-0448,Norfolk,Visakhapatnam (Inner),Panamax,13.5,Rotterdam,VLSFO,837.0,19.8,772955.67,119390.58
DEC-0449,Norfolk,Gopalpur,Panamax,11.9,Fujairah,VLSFO,1018.7,23.7,1241020.53,217950.42
DEC-0450,Maputo,Visakhapatnam (Inner),Supramax,13.5,Visakhapatnam,HSFO,797.6,29.8,1750596.68,320889.72
DEC-0451,Newcastle,Visakhapatnam (Inner),Handysize,13.3,Fujairah,LSMGO,634.4,8.5,1481765.31,240068.63
DEC-0452,Samarinda,Haldia,Handysize,13.1,Visakhapatnam,HSFO,837.0,12.6,1862313.57,236815.95
DEC-0453,Newcastle,Visakhapatnam (Inner),Supramax,12.3,Singapore,LSMGO,1162.7,17.2,849307.53,141486.62
